Date,Course Category,Course Name,Course Price,Instructor Cost,Refund Amount,Leads_Clean,Enrollments_clean,Marketing_spend
4/27/2023,Finance,Financial Modeling,,64119,0,,,
11/13/2024,Data,Data Analytics,9999,,0,,58,
2/16/2024,Marketing,Performance Marketing,7999,,0,194,35,
12/25/2024,Marketing,Performance Marketing,9999,16791,18539,,97,
1/30/2024,Unknown,Equity Research,6999,,0,,94,
12/11/2024,Data,Data Analytics,6999,59492,0,414,40,
9/20/2023,Data,Data Analytics,9999,,0,623,10,
1/22/2023,Data,Data Analytics,11999,34371,0,,52,
7/26/2024,Finance,Equity Research,9999,36936,0,,105,
5/5/2024,Marketing,Performance Marketing,9999,59560,0,,101,
3/12/2023,Data,Sql Bootcamp,9999,81648,0,,70,
7/24/2023,Finance,Equity Research,11999,,0,295,,
4/18/2024,Finance,Equity Research,9999,,0,,,
3/13/2023,Unknown,Sql Bootcamp,7999,69197,0,,67,
7/1/2023,Data,Sql Bootcamp,11999,73826,36668,,,
10/12/2024,Unknown,Brand Strategy,6999,,0,549,,90136
7/27/2023,Unknown,Brand Strategy,9999,20838,0,764,,
4/20/2023,Unknown,Data Analytics,6999,52766,1402,610,,
7/24/2024,Unknown,Data Analytics,11999,,33872,,88,
5/5/2024,Finance,Financial Modeling,11999,,0,232,,
1/21/2024,Unknown,Brand Strategy,7999,77736,0,,,108233
10/12/2023,Finance,Equity Research,9999,17471,43944,606,,
7/5/2024,Unknown,Corporate Finance,7999,68876,0,,,53755
5/6/2023,Data,Sql Bootcamp,9999,,34436,,,
1/8/2024,Data,Sql Bootcamp,9999,,0,,118,
5/13/2023,Unknown,Performance Marketing,9999,75890,0,,,
11/1/2023,Unknown,Financial Modeling,6999,12948,46591,,81,
11/18/2024,Marketing,Brand Strategy,7999,49242,0,,76,
5/22/2023,Finance,Equity Research,7999,,0,,,
3/29/2023,Finance,Equity Research,7999,62261,43782,33,3,156553
10/7/2023,Data,Sql Bootcamp,,29942,0,81,102,
5/14/2024,Data,Data Analytics,7999,,0,,120,
9/8/2023,Unknown,Sql Bootcamp,7999,,0,,,6885
9/26/2023,Unknown,Corporate Finance,9999,49787,0,249,39,126513
9/3/2024,Finance,Corporate Finance,5999,,0,,,49417
6/14/2024,Data,Power Bi Mastery,6999,,0,,,
7/7/2023,Unknown,Performance Marketing,11999,,0,744,,
4/30/2024,Marketing,Brand Strategy,9999,30960,9143,,,
8/6/2024,Finance,Equity Research,7999,,0,,98,
1/20/2024,Unknown,Power Bi Mastery,7999,,42131,,27,
1/17/2024,Unknown,Power Bi Mastery,7999,13731,0,,,
9/20/2023,Finance,Corporate Finance,7999,,0,346,,
12/27/2024,Unknown,Equity Research,11999,,0,,,
10/17/2023,Data,Sql Bootcamp,5999,62337,7704,539,106,
3/26/2023,Finance,Equity Research,5999,,0,,,
3/26/2023,Finance,Equity Research,7999,,0,,,
4/19/2023,Marketing,Performance Marketing,,,0,,,
3/11/2023,Unknown,Sql Bootcamp,9999,49155,0,,,
9/1/2023,Marketing,Brand Strategy,7999,63003,30625,,117,
6/1/2023,Marketing,Digital Marketing,7999,,0,,,
11/24/2024,Data,Power Bi Mastery,9999,,0,,,
1/31/2024,Unknown,Financial Modeling,6999,32699,29990,197,,
7/23/2023,Finance,Corporate Finance,5999,,43770,,40,
8/7/2024,Data,Sql Bootcamp,6999,,0,792,,
11/19/2024,Marketing,Performance Marketing,9999,,5906,,51,
10/24/2024,Finance,Equity Research,9999,,0,,89,
11/25/2023,Data,Sql Bootcamp,9999,,0,,113,
12/23/2024,Finance,Financial Modeling,5999,,0,,,
10/24/2024,Marketing,Brand Strategy,7999,,10430,,120,78208
6/13/2024,Data,Data Analytics,7999,,41777,565,1,
3/21/2023,Data,Sql Bootcamp,9999,,28203,,23,
10/7/2023,Unknown,Performance Marketing,5999,,0,44,,124334
4/12/2023,Data,Data Analytics,6999,,0,,111,
8/10/2023,Finance,Equity Research,,,20028,,88,187177
7/17/2023,Finance,Equity Research,7999,,0,567,102,
8/11/2023,Marketing,Digital Marketing,7999,28577,0,,,
9/28/2023,Data,Data Analytics,7999,13614,0,,,
9/7/2024,Marketing,Digital Marketing,9999,,0,,,
7/9/2024,Unknown,Performance Marketing,6999,,0,266,3,24198
12/24/2024,Data,Data Analytics,9999,51142,16057,,,
6/20/2024,Unknown,Digital Marketing,,6756,17521,,114,125137
1/21/2023,Data,Data Analytics,7999,,0,,,
5/12/2024,Data,Sql Bootcamp,,,0,,35,
12/15/2024,Data,Data Analytics,7999,,49677,,53,110069
9/23/2024,Marketing,Brand Strategy,11999,,0,,,
8/23/2023,Unknown,Digital Marketing,7999,,75,,89,53186
10/11/2023,Finance,Corporate Finance,11999,,0,,34,
1/1/2023,Marketing,Brand Strategy,7999,36265,0,618,,
11/22/2023,Unknown,Digital Marketing,6999,,0,,41,64299
2/27/2023,Data,Sql Bootcamp,6999,,0,,115,
10/28/2024,Finance,Equity Research,11999,87556,0,,,
3/27/2023,Marketing,Digital Marketing,11999,,0,,41,
11/9/2023,Data,Data Analytics,,,0,,36,
12/17/2024,Finance,Equity Research,11999,78968,22436,,89,
6/5/2023,Marketing,Digital Marketing,6999,,0,523,114,116036
10/28/2024,Unknown,Financial Modeling,7999,,48157,,118,
8/15/2024,Data,Power Bi Mastery,9999,,0,727,24,
6/18/2024,Marketing,Digital Marketing,,67246,0,,22,177588
1/12/2024,Unknown,Performance Marketing,6999,45293,0,,,121793
2/26/2023,Finance,Equity Research,6999,86117,18078,,,
4/17/2024,Marketing,Digital Marketing,11999,55919,0,,50,
10/4/2023,Unknown,Sql Bootcamp,5999,,0,479,,
6/26/2024,Unknown,Financial Modeling,9999,,0,,,172977
12/15/2023,Marketing,Digital Marketing,5999,,36335,,,
2/16/2023,Marketing,Digital Marketing,7999,,0,,30,
3/26/2024,Data,Data Analytics,9999,,13523,,38,
8/23/2024,Unknown,Equity Research,6999,,16890,,110,
11/29/2024,Unknown,Digital Marketing,,,0,,,96190
8/15/2024,Finance,Equity Research,,,0,94,87,
12/10/2024,Data,Sql Bootcamp,6999,,34275,,85,
10/5/2023,Unknown,Corporate Finance,11999,,33194,,29,
9/20/2023,Unknown,Performance Marketing,6999,67198,0,,80,65960
6/24/2023,Finance,Equity Research,9999,50398,15104,,,
4/5/2024,Unknown,Equity Research,9999,15210,0,,18,
4/17/2024,Unknown,Data Analytics,6999,,6327,,,
11/30/2024,Finance,Corporate Finance,11999,,38153,73,38,
3/28/2023,Unknown,Data Analytics,11999,74799,21339,,79,
4/8/2024,Marketing,Performance Marketing,5999,,0,282,,
7/13/2024,Unknown,Brand Strategy,7999,46232,40113,,83,
10/27/2023,Unknown,Power Bi Mastery,6999,,46096,,22,
4/25/2023,Marketing,Brand Strategy,7999,24553,24191,,,
9/15/2023,Finance,Equity Research,9999,,0,717,,
6/17/2023,Finance,Financial Modeling,7999,,0,99,117,
1/2/2023,Unknown,Sql Bootcamp,9999,25054,0,,108,
8/4/2024,Unknown,Digital Marketing,7999,,0,464,119,
10/30/2023,Marketing,Performance Marketing,6999,19030,0,,,126107
12/18/2023,Unknown,Digital Marketing,9999,88327,3797,636,,181267
12/5/2024,Data,Data Analytics,11999,,4714,766,5,
2/28/2023,Unknown,Brand Strategy,11999,,0,,81,
9/21/2024,Marketing,Digital Marketing,6999,,0,,,
5/20/2023,Unknown,Performance Marketing,5999,30378,10894,,104,
1/5/2024,Unknown,Corporate Finance,7999,84001,37559,,,
10/17/2024,Marketing,Digital Marketing,9999,,36339,251,,16712
5/5/2023,Marketing,Performance Marketing,,,0,,,194118
5/7/2023,Unknown,Data Analytics,6999,,29108,,117,55769
1/31/2024,Data,Data Analytics,7999,,17579,,50,
9/5/2023,Unknown,Corporate Finance,7999,,0,,112,41422
6/10/2024,Marketing,Brand Strategy,9999,,17381,,66,
12/18/2024,Data,Data Analytics,7999,34808,31568,,36,
10/27/2023,Data,Sql Bootcamp,6999,,0,,58,158691
4/4/2023,Unknown,Power Bi Mastery,5999,46364,0,,109,
8/7/2023,Unknown,Sql Bootcamp,6999,,0,754,44,
2/29/2024,Marketing,Digital Marketing,5999,,49440,,,
5/2/2024,Unknown,Power Bi Mastery,9999,,0,202,32,45953
8/25/2024,Unknown,Digital Marketing,6999,,0,275,7,
11/15/2024,Data,Sql Bootcamp,9999,,22948,,,
10/16/2024,Marketing,Digital Marketing,7999,58977,17384,,101,192317
6/11/2023,Finance,Corporate Finance,11999,,0,,72,
3/1/2024,Marketing,Performance Marketing,6999,,38794,,,
4/7/2023,Finance,Equity Research,9999,,41582,,,
12/30/2023,Marketing,Brand Strategy,6999,80415,1625,,,
2/16/2024,Unknown,Financial Modeling,9999,53904,17280,,17,180284
9/24/2024,Unknown,Digital Marketing,5999,,17595,,,81653
4/6/2024,Marketing,Digital Marketing,6999,,23477,,64,25062
5/14/2024,Unknown,Power Bi Mastery,7999,,0,543,44,
11/19/2023,Unknown,Sql Bootcamp,9999,,0,,,
6/13/2024,Marketing,Brand Strategy,9999,,11075,,103,
7/10/2023,Unknown,Equity Research,6999,27874,0,682,100,54669
5/17/2024,Finance,Equity Research,9999,,0,,47,127210
4/10/2024,Unknown,Data Analytics,6999,13996,0,,,41642
6/25/2024,Unknown,Sql Bootcamp,9999,85232,2703,,19,
3/16/2023,Marketing,Brand Strategy,5999,18768,43701,,7,
2/18/2024,Data,Data Analytics,6999,75659,0,,,145376
10/29/2023,Data,Data Analytics,5999,30229,0,,22,
1/23/2024,Data,Power Bi Mastery,6999,74627,0,,,104720
6/1/2023,Data,Power Bi Mastery,9999,,37759,,,
1/15/2023,Marketing,Digital Marketing,9999,4511,0,,73,
7/20/2024,Unknown,Performance Marketing,7999,25276,0,,33,
5/31/2024,Data,Data Analytics,6999,,0,,104,
10/5/2023,Data,Sql Bootcamp,9999,,0,,79,195664
11/29/2023,Finance,Equity Research,9999,,0,,,
2/25/2023,Unknown,Digital Marketing,7999,87138,0,,21,91356
2/22/2023,Unknown,Digital Marketing,,3333,0,,,
3/23/2024,Unknown,Brand Strategy,,43648,0,,,
5/31/2023,Unknown,Corporate Finance,9999,,805,,98,
6/15/2023,Unknown,Brand Strategy,9999,,0,,30,88439
6/2/2023,Unknown,Equity Research,11999,37152,0,,,
7/28/2024,Finance,Corporate Finance,,,37126,,,
6/29/2024,Marketing,Digital Marketing,,54951,36599,,106,
10/23/2024,Marketing,Performance Marketing,9999,86230,15638,773,36,
11/5/2024,Unknown,Equity Research,9999,,27970,,,
3/6/2024,Unknown,Equity Research,11999,84684,0,,,154998
2/7/2023,Data,Data Analytics,5999,,0,,59,
4/25/2024,Unknown,Digital Marketing,5999,32824,21268,,,
3/22/2023,Unknown,Equity Research,,19355,14421,,,198550
9/21/2023,Unknown,Sql Bootcamp,9999,14817,23317,610,50,29705
9/18/2024,Marketing,Brand Strategy,7999,,0,,79,
1/15/2024,Marketing,Digital Marketing,5999,44341,0,,,
1/16/2024,Finance,Equity Research,6999,,43614,,,28742
4/10/2023,Unknown,Sql Bootcamp,9999,,0,,39,
5/27/2023,Unknown,Power Bi Mastery,9999,,11486,773,,44049
1/25/2023,Data,Sql Bootcamp,7999,,0,,103,52098
9/28/2023,Data,Data Analytics,9999,70709,33705,,,
3/21/2023,Data,Sql Bootcamp,6999,11912,0,,,
1/31/2023,Unknown,Sql Bootcamp,11999,74699,0,,63,
11/11/2023,Unknown,Performance Marketing,7999,,14858,,,
12/9/2024,Unknown,Sql Bootcamp,9999,,24442,,87,
9/13/2024,Unknown,Equity Research,9999,,0,,38,
4/26/2024,Marketing,Digital Marketing,6999,,0,277,98,
3/1/2023,Unknown,Sql Bootcamp,5999,,24762,,,
3/23/2024,Data,Sql Bootcamp,9999,49730,0,,,
4/11/2023,Unknown,Data Analytics,6999,,0,,57,
6/21/2023,Marketing,Digital Marketing,,,0,,,
3/23/2023,Marketing,Brand Strategy,,,0,,,
3/10/2024,Finance,Equity Research,6999,33223,0,,,
3/9/2024,Data,Data Analytics,9999,48732,18195,,113,
1/4/2024,Data,Sql Bootcamp,11999,,0,,14,
7/19/2023,Unknown,Power Bi Mastery,7999,32007,2537,,,
1/20/2023,Data,Data Analytics,9999,,26372,,,183651
11/3/2023,Unknown,Data Analytics,7999,,4803,,,
12/18/2024,Finance,Financial Modeling,,,37083,,,
5/15/2024,Marketing,Digital Marketing,11999,19199,0,418,79,
6/18/2023,Finance,Equity Research,7999,,0,128,,
10/30/2023,Unknown,Corporate Finance,7999,45602,42131,,,
10/19/2024,Finance,Corporate Finance,5999,,24409,,,
1/29/2023,Unknown,Sql Bootcamp,11999,,41709,,4,
12/19/2023,Unknown,Sql Bootcamp,11999,,11939,,,
7/13/2024,Marketing,Digital Marketing,7999,63746,28009,,117,
12/9/2024,Finance,Equity Research,9999,17750,0,,,62373
4/16/2023,Finance,Corporate Finance,7999,,0,,,147864
2/4/2023,Marketing,Digital Marketing,9999,14394,0,,61,
11/1/2023,Unknown,Data Analytics,9999,,14068,,,
12/1/2023,Marketing,Digital Marketing,5999,,39810,556,48,
5/15/2023,Unknown,Power Bi Mastery,6999,,0,,,
3/5/2023,Marketing,Brand Strategy,7999,,14066,,,
8/12/2023,Data,Power Bi Mastery,9999,,0,360,28,125362
2/24/2023,Unknown,Sql Bootcamp,6999,,37979,,,
2/29/2024,Marketing,Performance Marketing,6999,50071,34403,,,
12/30/2023,Unknown,Data Analytics,7999,,0,,55,162019
11/21/2024,Marketing,Digital Marketing,,,46242,,25,198009
7/27/2023,Unknown,Digital Marketing,9999,,41036,,,108364
3/24/2023,Finance,Financial Modeling,7999,,5175,,,
5/19/2023,Data,Sql Bootcamp,,3418,0,,95,
11/17/2024,Finance,Equity Research,6999,62899,22296,676,,174834
2/22/2023,Finance,Corporate Finance,9999,,41445,167,,
5/25/2024,Unknown,Data Analytics,5999,,0,,74,
2/15/2023,Finance,Equity Research,9999,,39434,,,
10/20/2023,Unknown,Brand Strategy,7999,,0,,91,79255
5/7/2024,Finance,Corporate Finance,7999,,0,766,43,51625
11/6/2024,Unknown,Data Analytics,7999,,0,443,3,
6/14/2023,Data,Sql Bootcamp,,,0,,89,
1/14/2023,Finance,Equity Research,11999,,0,71,,
8/27/2024,Data,Data Analytics,7999,,0,,4,
6/25/2024,Data,Data Analytics,11999,,0,,,
8/13/2023,Unknown,Data Analytics,7999,61856,23996,,105,
5/16/2023,Unknown,Data Analytics,9999,,29394,,,
10/19/2024,Finance,Equity Research,7999,,0,,92,
12/26/2024,Marketing,Digital Marketing,11999,,49327,,41,130119
5/30/2023,Finance,Financial Modeling,9999,,38083,,14,
8/1/2024,Unknown,Sql Bootcamp,9999,74211,0,,14,
8/25/2023,Finance,Corporate Finance,9999,,29626,,39,89447
8/28/2024,Marketing,Digital Marketing,7999,,24816,,90,
8/31/2024,Marketing,Digital Marketing,11999,,0,,,
7/7/2024,Marketing,Brand Strategy,5999,,0,,,
1/2/2023,Data,Sql Bootcamp,7999,12704,15837,,101,164848
9/3/2024,Marketing,Performance Marketing,7999,70183,41967,,104,
5/22/2023,Data,Sql Bootcamp,11999,,0,,,
4/9/2023,Data,Power Bi Mastery,9999,,0,,,43245
1/25/2024,Data,Power Bi Mastery,6999,33895,0,378,,
12/15/2024,Data,Data Analytics,,,0,,,114560
7/20/2023,Unknown,Digital Marketing,9999,71442,0,586,45,
7/14/2023,Data,Power Bi Mastery,5999,,0,,,
8/2/2024,Marketing,Performance Marketing,9999,85223,0,,,
4/28/2023,Marketing,Digital Marketing,7999,,15706,715,17,
4/20/2023,Unknown,Equity Research,11999,65410,0,435,48,
9/23/2023,Marketing,Digital Marketing,9999,,0,435,,
4/9/2024,Unknown,Brand Strategy,9999,,38790,,94,
4/15/2024,Unknown,Equity Research,11999,,38362,750,70,170829
11/12/2024,Unknown,Sql Bootcamp,7999,,36678,,87,168068
1/10/2024,Finance,Equity Research,7999,,0,,,71176
3/23/2024,Unknown,Brand Strategy,9999,,0,744,,
9/10/2024,Unknown,Sql Bootcamp,5999,,0,530,,
7/12/2023,Unknown,Power Bi Mastery,7999,,39403,,23,
7/28/2024,Unknown,Performance Marketing,9999,,25750,,104,
6/8/2023,Unknown,Data Analytics,11999,17679,0,,,
8/19/2024,Data,Data Analytics,9999,,23837,,,
1/18/2024,Finance,Equity Research,5999,,0,745,,
12/3/2024,Data,Sql Bootcamp,9999,,0,,,
1/25/2024,Finance,Equity Research,9999,55350,0,731,,
12/14/2023,Unknown,Sql Bootcamp,,,0,,,
1/15/2024,Data,Data Analytics,9999,,3685,,59,
6/7/2024,Finance,Corporate Finance,6999,,0,,64,
11/16/2024,Unknown,Performance Marketing,7999,76045,36327,,0,192458
9/7/2023,Unknown,Sql Bootcamp,7999,,0,,79,
4/30/2024,Marketing,Digital Marketing,7999,27119,29538,,95,103252
9/9/2024,Finance,Financial Modeling,7999,,0,,67,
2/1/2024,Unknown,Sql Bootcamp,6999,,0,,,
12/21/2023,Data,Power Bi Mastery,,,11036,,,
10/4/2024,Data,Data Analytics,6999,60162,0,624,,
5/18/2023,Marketing,Brand Strategy,,,0,,,
4/17/2023,Finance,Corporate Finance,9999,,0,327,,
2/11/2023,Unknown,Sql Bootcamp,9999,,35747,,42,
11/8/2024,Data,Data Analytics,7999,79696,0,,86,
11/5/2023,Data,Power Bi Mastery,6999,,0,,,
1/6/2023,Marketing,Performance Marketing,9999,62391,0,,117,
6/12/2024,Data,Power Bi Mastery,7999,,0,523,,
9/4/2023,Unknown,Brand Strategy,7999,,0,,,
7/28/2023,Finance,Financial Modeling,9999,46059,0,,,50561
4/18/2024,Unknown,Power Bi Mastery,7999,57986,0,548,,
10/15/2023,Unknown,Corporate Finance,9999,,0,,31,
1/9/2023,Marketing,Performance Marketing,11999,50141,0,,80,
10/7/2023,Unknown,Power Bi Mastery,,51543,23524,40,,
1/7/2024,Data,Power Bi Mastery,,,0,,,
4/19/2023,Marketing,Digital Marketing,9999,67349,13540,79,32,
4/4/2023,Finance,Equity Research,9999,,0,,34,
6/27/2024,Finance,Equity Research,6999,,0,,,
2/27/2024,Marketing,Performance Marketing,7999,,0,248,,57778
9/23/2023,Marketing,Performance Marketing,5999,,16155,421,99,
6/13/2024,Data,Sql Bootcamp,11999,,0,,56,
2/23/2023,Marketing,Digital Marketing,6999,39984,0,,,
9/8/2024,Unknown,Sql Bootcamp,11999,,0,,53,51399
7/15/2024,Finance,Equity Research,7999,72848,0,,,
7/13/2024,Data,Data Analytics,9999,,0,,,
5/28/2024,Data,Sql Bootcamp,9999,17791,0,,70,
2/19/2023,Unknown,Digital Marketing,11999,65843,13762,,22,
6/14/2024,Data,Data Analytics,9999,,0,,,
12/10/2023,Data,Data Analytics,5999,,0,176,118,50482
8/1/2023,Unknown,Equity Research,9999,9518,0,,106,
7/14/2024,Finance,Corporate Finance,7999,87438,36099,313,,
8/24/2024,Data,Data Analytics,6999,56693,0,,37,
3/20/2024,Data,Sql Bootcamp,7999,,16026,,,
12/26/2024,Data,Sql Bootcamp,9999,,0,648,,
11/17/2023,Data,Power Bi Mastery,9999,,0,,,
5/8/2024,Data,Data Analytics,11999,,0,521,76,63288
9/18/2023,Unknown,Data Analytics,7999,,0,,23,
11/18/2023,Unknown,Financial Modeling,7999,,0,,77,
3/27/2024,Marketing,Digital Marketing,,,0,,43,
7/31/2024,Unknown,Equity Research,7999,15338,0,,42,
3/24/2024,Unknown,Sql Bootcamp,11999,,0,339,,
10/10/2024,Finance,Equity Research,5999,17918,0,,,
6/14/2024,Unknown,Corporate Finance,5999,26163,0,,,
9/19/2024,Finance,Corporate Finance,5999,34636,0,,69,
10/1/2023,Unknown,Power Bi Mastery,9999,,0,,,
7/6/2024,Data,Data Analytics,7999,,0,540,,
7/3/2023,Finance,Equity Research,11999,,0,,,
9/22/2024,Unknown,Equity Research,11999,,0,,,
1/29/2024,Finance,Financial Modeling,7999,78288,0,,,
2/21/2023,Data,Power Bi Mastery,11999,28504,0,,,
5/13/2024,Finance,Equity Research,,,0,,36,
11/29/2024,Unknown,Financial Modeling,7999,,39044,,,
3/3/2024,Marketing,Digital Marketing,7999,86363,0,489,72,
12/18/2023,Unknown,Corporate Finance,6999,53861,0,119,47,
10/13/2023,Marketing,Digital Marketing,7999,43206,0,66,47,143516
12/30/2024,Marketing,Performance Marketing,,,16308,,93,
12/8/2023,Marketing,Digital Marketing,9999,59774,0,,,
12/19/2023,Unknown,Performance Marketing,,57239,31384,,113,
4/21/2024,Marketing,Brand Strategy,,9580,0,543,,
6/21/2024,Unknown,Digital Marketing,,,0,,,
10/26/2024,Unknown,Data Analytics,7999,,9656,,,142039
2/6/2023,Marketing,Digital Marketing,9999,,3792,,96,
5/11/2024,Marketing,Digital Marketing,7999,,0,,4,
11/27/2023,Marketing,Brand Strategy,,87291,0,,,
5/28/2024,Data,Sql Bootcamp,7999,85675,0,,,100539
8/18/2024,Unknown,Equity Research,,64682,0,,6,
1/7/2023,Marketing,Brand Strategy,,,0,,39,
9/21/2024,Unknown,Digital Marketing,7999,,0,,83,72186
1/3/2024,Data,Sql Bootcamp,9999,50759,8219,,60,
11/22/2023,Data,Data Analytics,9999,,43930,,,110881
6/19/2024,Finance,Corporate Finance,7999,88650,0,363,11,
5/16/2023,Finance,Equity Research,6999,,0,,2,
2/10/2024,Data,Power Bi Mastery,11999,,0,,,
8/21/2024,Marketing,Performance Marketing,11999,45144,17610,,26,
5/11/2023,Unknown,Performance Marketing,7999,,0,,,
12/2/2024,Unknown,Sql Bootcamp,5999,,0,,48,
2/26/2023,Unknown,Digital Marketing,7999,,0,640,,14951
7/2/2023,Data,Power Bi Mastery,,50487,0,456,52,
3/27/2024,Marketing,Brand Strategy,6999,24029,0,,,
4/11/2023,Unknown,Power Bi Mastery,5999,,0,,119,171643
12/28/2023,Finance,Financial Modeling,11999,,12566,,47,
9/8/2024,Unknown,Data Analytics,7999,,0,44,,
8/7/2023,Marketing,Digital Marketing,5999,,0,,9,
12/6/2023,Unknown,Power Bi Mastery,,38310,20868,,,
3/24/2023,Marketing,Digital Marketing,11999,,19881,,,
8/28/2024,Unknown,Digital Marketing,5999,,0,422,,
12/21/2023,Unknown,Sql Bootcamp,,57986,17288,,,
2/17/2024,Marketing,Digital Marketing,7999,,0,706,,114309
6/8/2024,Finance,Corporate Finance,7999,,0,,,
5/26/2024,Unknown,Financial Modeling,6999,,11373,,,
4/16/2023,Data,Sql Bootcamp,9999,,10011,56,20,
2/11/2023,Data,Sql Bootcamp,6999,,0,,,18166
11/15/2023,Marketing,Digital Marketing,9999,,0,,44,
1/22/2023,Unknown,Corporate Finance,5999,,0,,18,
9/30/2024,Finance,Equity Research,9999,,0,,,
7/22/2023,Marketing,Digital Marketing,7999,,0,,,
4/16/2024,Marketing,Digital Marketing,6999,,0,,111,
7/12/2023,Finance,Equity Research,11999,73797,33626,,92,132852
6/23/2024,Finance,Corporate Finance,9999,,32758,140,69,160577
8/28/2024,Unknown,Corporate Finance,11999,47735,0,,,
2/11/2023,Unknown,Power Bi Mastery,5999,,0,,64,46864
7/19/2024,Unknown,Digital Marketing,9999,,0,412,,
5/9/2024,Unknown,Digital Marketing,9999,9533,0,,,33128
10/9/2023,Finance,Financial Modeling,,52861,0,,112,132096
3/4/2024,Unknown,Data Analytics,11999,,0,,39,
9/29/2023,Marketing,Digital Marketing,7999,,23173,,48,
7/19/2023,Data,Sql Bootcamp,7999,6144,0,,13,
12/4/2023,Data,Sql Bootcamp,,,2985,,,
5/15/2024,Data,Data Analytics,9999,,0,136,,180642
1/16/2024,Marketing,Digital Marketing,7999,,0,,80,
3/1/2023,Marketing,Performance Marketing,,,0,144,34,
3/12/2023,Finance,Corporate Finance,6999,,0,,13,
3/25/2024,Finance,Equity Research,7999,65651,0,,,
11/12/2024,Data,Data Analytics,7999,,0,,109,
7/27/2024,Unknown,Data Analytics,7999,,22812,,,82015
5/13/2023,Data,Data Analytics,6999,,0,,46,
12/26/2023,Unknown,Power Bi Mastery,,48911,0,,54,120703
6/30/2024,Finance,Equity Research,5999,,0,,,
8/30/2024,Unknown,Sql Bootcamp,7999,,0,,,
7/9/2023,Finance,Equity Research,9999,,0,,26,
9/6/2023,Data,Sql Bootcamp,9999,,0,,,
4/20/2024,Unknown,Brand Strategy,6999,,0,,11,152397
1/25/2023,Unknown,Digital Marketing,7999,67807,22588,,,
8/17/2024,Marketing,Brand Strategy,11999,,0,,48,
7/30/2023,Unknown,Financial Modeling,9999,58669,24322,,47,144587
4/20/2023,Unknown,Power Bi Mastery,7999,89967,0,697,,74135
4/9/2024,Marketing,Digital Marketing,11999,,0,,6,54087
8/18/2024,Unknown,Data Analytics,9999,39700,13823,570,,
9/5/2024,Unknown,Equity Research,9999,,0,,,35192
11/29/2024,Unknown,Performance Marketing,11999,,0,,,195354
10/7/2024,Finance,Equity Research,6999,70326,0,,,111389
10/30/2023,Data,Data Analytics,7999,,0,,93,
3/22/2023,Unknown,Power Bi Mastery,5999,72005,0,,110,11385
9/4/2023,Unknown,Financial Modeling,9999,,0,,32,
5/25/2024,Unknown,Digital Marketing,,,0,,,
4/5/2023,Data,Data Analytics,9999,,0,,26,80872
8/9/2024,Data,Data Analytics,7999,,34119,,108,
7/20/2023,Unknown,Performance Marketing,5999,,5619,,,
1/12/2024,Finance,Equity Research,,80878,20986,,79,
2/26/2023,Marketing,Digital Marketing,11999,12379,0,,,121999
1/31/2024,Finance,Equity Research,5999,50842,0,,,
4/8/2023,Unknown,Brand Strategy,9999,74986,0,,20,
2/20/2023,Unknown,Sql Bootcamp,,,0,,,
6/24/2024,Finance,Financial Modeling,7999,69342,0,176,99,106722
6/10/2023,Finance,Equity Research,6999,,0,,36,
10/25/2023,Unknown,Brand Strategy,5999,,0,,,
10/3/2024,Finance,Equity Research,11999,27120,0,323,1,136215
12/14/2023,Data,Power Bi Mastery,9999,,31655,61,90,101111
9/25/2024,Data,Data Analytics,5999,,0,,,65849
7/13/2024,Finance,Financial Modeling,11999,36258,0,,4,135591
6/2/2024,Unknown,Data Analytics,11999,,0,,,
11/10/2024,Finance,Equity Research,9999,,0,,,
12/11/2023,Marketing,Brand Strategy,9999,,14743,,106,
10/9/2023,Marketing,Brand Strategy,5999,,0,,,
4/30/2024,Finance,Financial Modeling,11999,,0,,23,181741
11/15/2024,Unknown,Equity Research,9999,,0,,,
8/25/2023,Unknown,Corporate Finance,,,0,290,,
5/15/2024,Data,Power Bi Mastery,6999,,0,37,110,
7/5/2024,Unknown,Equity Research,,,22452,,,
10/11/2024,Marketing,Digital Marketing,7999,48327,0,,49,
12/26/2024,Data,Data Analytics,9999,47770,0,684,,
10/1/2023,Unknown,Sql Bootcamp,7999,,0,,66,
11/14/2024,Data,Power Bi Mastery,5999,,31656,,,
5/6/2024,Unknown,Equity Research,9999,7419,0,,,
2/22/2024,Unknown,Data Analytics,9999,,0,639,,
5/29/2023,Unknown,Sql Bootcamp,7999,,0,,,
4/26/2023,Unknown,Financial Modeling,9999,,0,,,
12/23/2023,Marketing,Performance Marketing,7999,,0,,56,
6/13/2024,Unknown,Equity Research,,,2692,,102,
9/28/2023,Marketing,Digital Marketing,6999,,0,,116,190312
12/24/2024,Data,Power Bi Mastery,7999,,45298,,,38353
11/9/2024,Unknown,Corporate Finance,7999,89715,0,,60,
11/25/2024,Data,Data Analytics,9999,61994,0,,82,
2/22/2024,Unknown,Brand Strategy,11999,,26497,396,,
3/13/2024,Data,Data Analytics,9999,48809,0,,,142205
9/12/2024,Unknown,Performance Marketing,9999,,22163,159,104,
4/28/2024,Marketing,Brand Strategy,5999,,0,,28,
1/16/2023,Unknown,Equity Research,11999,,0,241,81,
2/7/2023,Unknown,Equity Research,11999,76269,2283,,,
1/31/2023,Unknown,Power Bi Mastery,5999,,33829,799,,
